title,price,area,bedrooms,bathrooms,location,purpose,type,is_furnished,is_verified,is_negotiable,is_sold,has_payment_plan,rental_frequency,is_monthly,is_yearly,dp_ratio,has_agency,agency_name,price_note,is_hot,is_off_plan,is_ready,has_video,property_id
2-Storey House with Flexible Price,90000.0,100,4,3.0,"Hawlery Nwe, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Haji Aziz Real Estate,(Negotiable),0,0,1,0,89598
Cozy 2-Bedroom Apartment in Centro Tower,450.0,107,2,1.0,"Centro Tower, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,On Target Real Estate Company,(Monthly),0,0,1,0,89592
Corner Apartment,135000.0,180,2,2.0,"Vana Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.25,1,Vana Towers Project,(Down payment),0,1,0,0,82690
Modern Duplex Apartment in Tulip Towers,230115.0,159,1,1.0,"Tulip Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.25,1,Tulip Towers Project,(Down payment),0,1,0,0,87401
Cozy 1 Bedroom Apartment in Erbil,93090.0,87,1,1.0,"English Tower, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.2,1,English Tower by King Inssat,(Down payment),0,1,0,0,71251
Modern 3-Bedroom Apartment for Sale,203072.0,267,3,2.0,"Alaska Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.131,1,Alaska Towers Project,(Down payment),0,1,0,1,76149
Apartment (2+1),157320.0,171,2,3.0,"London Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.25,1,London Towers Project,(Down payment),0,1,0,0,66025
Modern Apartment in Qaiwan Mirador,79560.0,102,2,1.0,"Qaiwan Mirador, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.4,1,Qaiwan Group Company,(Down + Second payment),0,1,0,1,67701
Modern Apartment with 1 Bedroom,47000.0,71,1,1.0,"Atlantic City, Erbil",For Sale,sale,0,1,0,0,0,,0,0,0.1489,1,The Atlantic,(Down payment),0,0,0,0,83854
Cozy apartment with stunning views,65000.0,80,0,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,On Target Real Estate Company,,0,0,1,0,89593
Furnished Apartment For Rent,450.0,80,0,1.0,"Rami Towers, Erbil",For Rent,rent,1,0,1,0,0,monthly,1,0,0.0,1,Prop House Real Estate Company,(Monthly),0,0,1,0,89589
Empire Royal Apartment with 3 Bedrooms,700.0,175,3,3.0,"Empire Royal Apartment, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Monthly),0,0,1,0,89587
Luxury House,330000.0,225,5,4.0,"Hawlery Nwe, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Prop House Real Estate Company,(Negotiable),0,0,1,0,89585
Internal View Apartment,52500.0,80,1,1.0,"Lalav Airport View, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,MIRAN Real Estate,(Negotiable),0,0,1,0,89582
Furnished Apartment For Rent,450.0,115,2,1.0,"Rasan Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Million House Real Estate Company,(Monthly),0,0,1,0,88991
Furnished Apartment For Rent,1100.0,143,2,2.0,"Empire Square, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Million House Real Estate Company,(Monthly),0,0,1,0,89581
Modern 2-Bedroom Apartment near Airport,350.0,108,2,2.0,"Lalav Airport View, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,MIRAN Real Estate,(Monthly),0,0,1,0,89580
Cozy 1 Bedroom Apartment in Rami Towers,450.0,100,1,1.0,"Rami Towers, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,MIRAN Real Estate,(Monthly),0,0,1,0,89579
Spacious 3-Bedroom Apartment in Empire Royal Apartment,600.0,175,3,2.0,"Empire Royal Apartment, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Dar Erbil Real Estate Company,(Monthly),0,0,1,0,89578
Furnished Apartment For Rent,800.0,175,3,2.0,"Empire Royal Apartment, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Dar Erbil Real Estate Company,(Monthly),0,0,1,0,89577
Office in Empire Business Towers,800.0,125,0,,"Empire Business Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Divine Real Estate Company,(Monthly),0,0,1,0,89576
Freeze Warehouse for Rent in Erbil,1300.0,100,0,,"Gwer Road, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,Genova Real Estate Company,(Monthly),0,0,1,0,86292
Furnished office in Empire Business Towers,900.0,123,0,,"Empire Business Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Adam Real Estate,(Monthly),0,0,1,0,89575
Elegant Office for Lease at Empire Business Towers,1000.0,123,0,,"Empire Business Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Adam Real Estate,(Monthly),0,0,1,0,89574
Spanish village 2,590000.0,600,5,5.0,"Spanish Village 2, Erbil",For Sale,sale,0,0,0,0,0,,0,0,1.0,1,Mardy Shaqlawa Real Estate Company,(Down payment),0,0,1,0,89572
Cozy Two-Bedroom Apartment,430.0,118,2,2.0,"Ganjan Life, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Shkoy Sha Real Estate Company,(Monthly),0,0,1,0,89570
Apartment (1+1),350.0,86,1,1.0,"Centro Tower, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,On Target Real Estate Company,(Monthly),0,0,1,0,89571
Studio Apartment,250.0,45,0,1.0,"Centro Tower, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,On Target Real Estate Company,(Monthly),0,0,1,0,89569
Modern 2-Bedroom Apartment With Stunning Views,135000.0,200,2,2.0,"Roya Tower, Erbil",For Sale,sale,0,0,0,0,0,,0,0,1.0,1,Mardy Shaqlawa Real Estate Company,(Down payment),0,0,1,0,89568
Structure for Sale in Davos City,193000.0,200,4,5.0,"Davos City, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Lata Domus,(Negotiable),0,1,0,0,89567
70m² Shop for Rent,1600.0,70,0,,"Empire Pearl Towers, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,Muhamad Noor Real Estate Company,(Monthly),0,0,1,0,89566
Cozy furnished apartment in Empire Wings,500.0,63,0,1.0,"Empire Wings, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,On Target Real Estate Company,(Monthly),0,0,1,0,84140
Furnished Apartment For Rent,350.0,50,0,1.0,"Wavey Avenue, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,MIRAN Real Estate,(Monthly),0,0,1,0,89565
Modern Furnished Apartment in Erbil,550.0,108,2,2.0,"Wavey Avenue, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,MIRAN Real Estate,(Monthly),0,0,1,0,89564
Furnished Apartment For Rent,500.0,80,0,1.0,"Rami Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Taj Almustaqbal Real Estate Company,(Monthly),0,0,1,0,89563
Chic Apartment in Wow Tower,55000.0,135,1,2.0,"Wow Tower, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Genova Real Estate Company,(Negotiable),0,0,1,0,89562
Elegant 3-Bedroom Apartment in Prime Location,600.0,175,3,2.0,"Empire Royal Apartment, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Lata Domus,(Monthly),0,0,1,1,89561
Bright and Airy Apartment in Prime Location,104000.0,136,2,1.0,"Star Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,MIRAN Real Estate,(Negotiable),0,0,1,0,89560
Spacious Family Home in Davos City,240000.0,240,4,3.0,"Davos City, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.6,1,Lata Domus,(Negotiable + Down payment),0,1,0,0,73138
Furnished Apartment in Empire Diamond,500.0,91,1,1.0,"Empire Diamond, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,On Target Real Estate Company,(Monthly),0,0,1,0,82318
One Floor House,45000.0,125,1,1.0,"Shaways, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Sakan Real Estate Company,(Negotiable),0,0,1,0,77297
"Structure House (In Hiwa City, Zone H)",149000.0,221,5,4.0,"Hiwa City, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Khaki Gulan Real Estate,(Negotiable),0,1,0,0,57185
Spacious 4BR Apartment with Great Views,1000.0,217,4,3.0,"Empire Square, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Lata Domus,(Monthly),0,0,1,0,84215
Structure for Sale in Hiwa City,165000.0,232,0,,"Hiwa City, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Khaki Gulan Real Estate,(Negotiable),0,1,0,0,89557
Spacious 2-Bedroom Apartment,600.0,186,2,2.0,"Empire Wings, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,On Target Real Estate Company,(Monthly),0,0,1,0,89551
Modern House,255000.0,236,5,5.0,"Hiwa City, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Khaki Gulan Real Estate,(Negotiable),0,0,1,0,89555
Studio Apartment,500.0,80,0,1.0,"Rami Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Genova Real Estate Company,(Monthly),0,0,1,0,89531
120m² Office in Life Towers,400.0,120,0,,"Life Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Zahrat AlMadain Company,(Monthly),0,0,1,0,89550
Cozy Erbil Apartment,250.0,50,1,1.0,"Life Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Zahrat AlMadain Company,(Monthly),0,0,1,0,89552
Apartment (223m²),220770.0,223,3,3.0,"London Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.25,1,London Towers Project,(Down payment),0,1,0,0,65577
Modern 2 Bedroom Apartment in Erbil,450.0,116,2,2.0,"Bakhtyary Twin Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Dar Erbil Real Estate Company,(Monthly),0,0,1,0,89549
Spacious Apartment with Stunning Views,246750.0,235,4,3.0,"Cavalli Tower, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.75,1,Shahan Company,(Down payment),0,1,0,0,81828
Structure House in Hiwa City 221m²,160000.0,221,5,5.0,"Hiwa City, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Khaki Gulan Real Estate,(Negotiable),0,1,0,0,55724
Modern Apartment in Erbil Boulevard,350.0,73,0,1.0,"Boulevard, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Lata Domus,(Monthly),0,0,1,0,87370
VIP Villa,890000.0,800,7,5.0,"Hiwa City, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Khaki Gulan Real Estate,,0,0,1,0,44036
Furnished Apartment For Rent,700.0,159,2,2.0,"Star Towers, Erbil",For Rent,rent,1,0,0,1,0,monthly,1,0,0.0,1,Lata Domus,(Monthly),0,0,1,0,85562
Spacious 3 bedroom apartment in Erbil,124956.0,160,3,2.0,"Qaiwan Mirador, Erbil",For Sale,sale,0,1,0,0,0,,0,0,0.4,1,Qaiwan Group Company,(Down + Second payment),0,1,0,0,67783
Commercial House (600m²),950.0,600,9,6.0,"Lebanese Village, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,Prop House Real Estate Company,(Monthly),0,0,1,0,87329
Apartment in Installment,43000.0,65,1,1.0,"Atlantic City, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1395,1,The Atlantic,(Down payment),0,1,0,0,83779
Modern 3-Bedroom Apartment for Sale,203072.0,267,3,2.0,"Alaska Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.131,1,Alaska Towers Project,(Down payment),0,1,0,1,76077
Modern Apartment,288359.0,236,2,2.0,"Tulip Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.25,1,Tulip Towers Project,(Down payment),0,1,0,0,87367
One Bedroom Apartment in Vana Towers,78520.0,104,1,1.0,"Vana Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.25,1,Vana Towers Project,(Down payment),0,1,0,0,82638
Modern Apartment in Erbil,93090.0,87,1,1.0,"English Tower, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.2,1,English Tower by King Inssat,(Down payment),0,1,0,0,71168
Spacious Family Home in Mass Hills,350000.0,320,5,5.0,"Mass Hills, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Divine Real Estate Company,,0,1,0,0,89546
Modern Office Space for Rent,700.0,123,0,1.0,"Empire Business Towers, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,Lata Domus,(Monthly),0,0,1,0,89545
Cozy 2-Bedroom Apartment,350.0,97,2,1.0,"Lalav Airport View, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Remal Real Estate Company,(Monthly),0,0,1,0,89544
Furnished Apartment For Rent,650.0,115,2,1.0,"MNW Towers, Erbil",For Rent,rent,1,0,1,0,0,monthly,1,0,0.0,1,Lata Domus,(Monthly),0,0,1,0,89543
Studio Apartment,200.0,43,0,1.0,"Lalav Airport View, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Remal Real Estate Company,(Monthly),0,0,1,0,89542
Cozy one-bedroom apartment for Rent,300.0,81,1,1.0,"Lalav Airport View, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Remal Real Estate Company,(Monthly),0,0,1,0,89541
Spacious 3 Bedroom Apartment for Rent,450.0,151,3,2.0,"Lalav Airport View, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Remal Real Estate Company,(Monthly),0,0,1,0,89539
1 Bedroom Apartment in Roya Tower,350.0,85,1,1.0,"Roya Tower, Erbil",For Rent,rent,0,0,0,1,0,monthly,1,0,0.0,1,Newan Real Estate Company,(Monthly),0,0,1,0,89538
Modern Apartment in Rami Towers,700.0,165,2,2.0,"Rami Towers, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,Prop House Real Estate Company,(Monthly),0,0,1,0,89536
Modern furnished apartment for rent,425.0,85,1,1.0,"MRF Quattro Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Monthly),0,0,1,0,89535
House (100m²),142500.0,100,2,2.0,"32 Park (Sarbasti), Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Remal Real Estate Company,(Negotiable),0,0,1,0,89534
Modern house with 5 bedrooms,340000.0,250,5,5.0,"32 Park (Sarbasti), Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Remal Real Estate Company,(Negotiable),0,0,1,0,89533
Furnished Apartment For Rent,450.0,86,1,1.0,"Roya Tower, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Al Irtikaz Real Estate Company,(Monthly),0,0,1,0,89532
Luxury House,295000.0,286,5,4.0,"Aram Village 2, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Kryar Company Real Estate,,0,0,1,0,89491
Spacious Home with 3 Bedrooms,88000.0,110,3,2.0,"Shorsh, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,On Target Real Estate Company,(Negotiable),0,0,1,0,89530
Stylish High-rise Living Space,500.0,105,1,2.0,"Rami Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Genova Real Estate Company,(Monthly),0,0,1,0,89529
Internal View Apartment,400.0,84,1,1.0,"Lalav Sun Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Baghy Khoshnawaty Real Estate co.,(Monthly),0,0,1,0,89528
Spacious Family House in Hawlery Nwe,135000.0,150,5,3.0,"Hawlery Nwe, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Masar Real Estate Company,(Negotiable),0,0,1,0,89527
Furnished Apartment For Rent,600.0,96,1,1.0,"Empire Pearl Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Adam Real Estate,(Monthly),0,0,1,0,89526
Cozy 1 Bedroom Apartment Available,375.0,77,1,1.0,"Wavey Avenue, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Prop House Real Estate Company,(Monthly),0,0,1,0,89520
Modern apartment in Rami Towers,62500.0,90,1,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Golden Properties Company,,0,0,1,0,89522
External View Apartment,95000.0,105,1,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Golden Properties Company,,0,0,1,0,89521
Apartment (3+1),600.0,175,3,2.0,"Empire Royal Apartment, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Kryar Company Real Estate,(Monthly),0,0,1,0,89519
VIP Apartment,650.0,94,1,1.0,"Empire Pearl Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Golden Properties Company,(Monthly),0,0,1,0,89518
House (276m²),270000.0,276,5,4.0,"Aram Village 2, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Kryar Company Real Estate,,0,0,1,0,89490
Furnished Apartment For Rent,900.0,170,2,2.0,"Rami Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Golden Properties Company,(Monthly),0,0,1,0,89517
House Opposite Garden,25000.0,120,2,1.0,"Tobzawa, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Omer Faqe Real Estate,(Negotiable),0,0,1,1,89516
Corner Apartment,140000.0,148,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Divine Real Estate Company,(Negotiable),0,0,1,0,89515
House Opposite Garden,295000.0,260,8,4.0,"32 Park (Sarbasti), Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Divine Real Estate Company,,0,0,1,0,89514
Furnished Apartment For Rent,650.0,72,0,1.0,"Boulevard, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Divine Real Estate Company,(Monthly),0,0,1,0,89513
10th Floor Apartment with Great Views,133950.0,141,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Zahrat AlMadain Company,,0,0,1,0,89512
Apartment (1+1),47000.0,70,1,1.0,"Lalav Twin Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Dar Erbil Real Estate Company,,0,0,1,0,89511
Spacious Apartment in Unique Towers,105766.0,133,2,2.0,"Unique Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1465,1,Dar Erbil Real Estate Company,(Down payment),0,1,0,0,89510
Elegant 2-Bedroom Apartment,700.0,149,2,2.0,"Park View, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Monthly),0,0,1,0,89509
Furnished Apartment for Rent,750.0,173,3,2.0,"Life Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Zahrat AlMadain Company,(Monthly),0,0,1,0,68740
High-Rise Apartment with 22nd Floor,74000.0,78,1,1.0,"Bakhtyary Twin Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Dar Erbil Real Estate Company,,0,0,1,0,89508
Apartment (1+1),350.0,93,1,1.0,"MRF Quattro Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Dar Erbil Real Estate Company,(Monthly),0,0,1,0,89507
Modern 2 Bedroom Apartment in Erbil,50000.0,115,2,1.0,"Rasan Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Sakan Real Estate Company,(Negotiable),0,0,1,0,76712
Modern 2 Bedroom Apartment for Rent,550.0,130,2,2.0,"Star Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,MIRAN Real Estate,(Monthly),0,0,1,0,89504
Cozy Apartment in Atlantic City,47000.0,71,1,1.0,"Atlantic City, Erbil",For Sale,sale,0,1,0,0,0,,0,0,0.1489,1,The Atlantic,(Down payment),0,0,0,0,83615
Apartment (1+1),123900.0,118,1,1.0,"London Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.25,1,London Towers Project,(Down payment),0,1,0,0,66659
Spacious Apartment with Installments,104000.0,130,2,1.0,"Qaiwan Mirador, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.4,1,Qaiwan Group Company,(Down + Second payment),0,1,0,1,68345
Modern Duplex Apartment in Erbil,241011.0,198,2,2.0,"Tulip Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.25,1,Tulip Towers Project,(Down payment),0,1,0,0,87315
Spacious 4 Bedroom Apartment in Vana Towers,170250.0,227,4,2.0,"Vana Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.25,1,Vana Towers Project,(Down payment),0,1,0,0,83262
Modern Living in English Tower,55640.0,52,0,1.0,"English Tower, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.2,1,English Tower by King Inssat,(Down payment),0,1,0,0,71090
Furnished Apartment For Rent,600.0,59,0,1.0,"Cavalli Tower, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Shahan Company,(Monthly),0,0,1,0,89503
Cozy Apartment in Erbil,84700.0,110,1,1.0,"Alaska Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1771,1,Alaska Towers Project,(Down payment),0,1,0,1,76076
Modern 2-Bedroom Apartment for Rent,850.0,126,2,2.0,"Empire Pearl Towers, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,Prop House Real Estate Company,(Monthly),0,0,1,0,89501
VIP House,280000.0,276,5,4.0,"Aram Village 2, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Kryar Company Real Estate,,0,0,1,0,89488
Elegant Villa with 5 Bedrooms,445000.0,1000,5,4.0,"Green Land, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Khaki Gulan Real Estate,(Negotiable),0,1,0,0,89205
Modern 1BR Apartment for Rent,400.0,81,1,1.0,"Empire Wings, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Jamana Real Estate Company,(Monthly),0,0,1,0,89500
Modern one-bedroom apartment for sale,44000.0,80,1,1.0,"Lalav Sky View, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,MIRAN Real Estate,(Negotiable),0,1,0,0,89499
Apartment in Cash,97000.0,165,3,2.0,"Lalav Sky View, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,MIRAN Real Estate,(Negotiable),0,1,0,0,89498
"Cozy Furnished Apartment, Prime Location",500.0,75,1,1.0,"Wavey Avenue, Erbil",For Rent,rent,1,0,1,0,0,monthly,1,0,0.0,1,Remal Real Estate Company,(Monthly),0,0,1,0,89495
Apartment (2+1),525.0,210,2,2.0,"Roya Tower, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Golden Properties Company,(Monthly),0,0,1,0,89494
House (width 200m),225000.0,200,4,3.0,"32 Park (Sarbasti), Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Key Finder Real Estate Company,,0,0,1,1,89493
Apartment (1+1),600.0,127,1,2.0,"Empire Wings, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Adam Real Estate,(Monthly),0,0,1,1,89492
Spacious furnished apartment with view,65000.0,97,2,1.0,"Lalav Airport View, Erbil",For Sale,sale,1,0,1,0,0,,0,0,0.0,1,MIRAN Real Estate,(Negotiable),0,0,1,0,89489
Two Floor House,270000.0,276,5,4.0,"Aram Village 2, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Kryar Company Real Estate,,0,0,1,0,89486
Furnished Apartment For Rent,550.0,75,1,1.0,"Star Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,MIRAN Real Estate,(Monthly),0,0,1,0,71532
Cozy Studio Apartment in Erbil,46000.0,40,0,1.0,"Star Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,MIRAN Real Estate,(Negotiable),0,0,1,0,81118
Modern One-Bedroom Apartment in Rasan Towers,40500.0,80,1,1.0,"Rasan Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sakan Real Estate Company,,0,0,1,0,89485
Fully furnished apartment for Rent,500.0,108,2,1.0,"Life Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Sakan Real Estate Company,(Monthly),0,0,1,0,89484
Modern House,270000.0,276,5,4.0,"Aram Village 2, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Kryar Company Real Estate,,0,0,1,0,89487
Furnished Apartment For Rent,500.0,77,1,1.0,"Star Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,MIRAN Real Estate,(Monthly),0,0,1,0,85024
Furnished Apartment For Rent,650.0,135,2,2.0,"Star Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,MIRAN Real Estate,(Monthly),0,0,1,0,89483
Furnished Apartment For Sale,100000.0,135,2,2.0,"Star Towers, Erbil",For Sale,sale,1,0,1,0,0,,0,0,0.0,1,MIRAN Real Estate,(Negotiable),0,0,1,0,89482
Furnished Studio Apartment in Empire Wings,500.0,63,0,1.0,"Empire Wings, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,On Target Real Estate Company,(Monthly),0,0,1,0,89481
Modern Home with 4 Bedrooms,150000.0,200,4,3.0,"Zaner City, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sakan Real Estate Company,,0,0,1,0,69265
Cozy 1-bedroom apartment in Atlantic City,47000.0,71,1,1.0,"Atlantic City, Erbil",For Sale,sale,0,1,0,0,0,,0,0,0.1489,1,The Atlantic,(Down payment),0,0,0,0,83581
"Modern Apartment in Erbil, 110m²",84700.0,110,1,1.0,"Alaska Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1771,1,Alaska Towers Project,(Down payment),0,1,0,1,75934
Luxurious 4-Bedroom Apartment in Cavalli Tower,249900.0,238,4,3.0,"Cavalli Tower, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.75,1,Shahan Company,(Down payment),0,0,1,0,87056
Apartment (119m²),95200.0,119,2,1.0,"Qaiwan Mirador, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.4,1,Qaiwan Group Company,(Down + Second payment),0,1,0,0,67545
Spacious 3-Bedroom Apartment with Stunning Views,600.0,148,3,2.0,"Wavey Avenue, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Adam Real Estate,(Monthly),0,0,1,0,89479
Modern Apartment in Vana Towers,156880.0,212,3,2.0,"Vana Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.25,1,Vana Towers Project,(Down payment),0,1,0,0,83257
Modern Duplex in Erbil,230214.0,189,2,2.0,"Tulip Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.25,1,Tulip Towers Project,(Down payment),0,1,0,0,87252
